//변수명,명칭(메인스킬define),스킬레벨,최소능력,최대능력,대인 최대 능력,대인 최대 능력,공격속도,타격시 반동,적용확률,대인 적용확률,타운트,적용대상1,적용대상2,적용값1,적용값2,적용변화값1,적용변화값2,참조값 1,참조값 2,참조값 3,발동 마법,마법 확률,대인 마법 확률,필요MP,필요FP,쿨다운,기술 준비시간,기술 시전거리,유지시간,지속피해타임(몇초에 한번씩 피해를 입는가?),지속시간,스킬발동갯수,스킬경험치,현재경험치,콤보스킬타임
//dwID,dwName,dwSkillLvl,dwAbilityMin,dwAtkAbilityMax,dwAbilityMinPVP,dwAbilityMaxPVP,dwAttackSpeed,dwDmgShift,nProbability,nProbabilityPVP,dwTaunt,dwDestParam1,dwDestParam2,nAdjParamVal1,nAdjParamVal2,dwChgParamVal1,dwChgParamVal2,dwdestData1,dwdestData2,dwdestData3,dwactiveskill,dwActiveSkillRate,dwActiveSkillRatePVP,dwReqMp,dwRepFp,dwCooldown,dwCastingTime,dwSkillRange,dwCircleTime,dwPainTime,dwSkillTime,dwSkillCount,dwSkillExp,dwExp,dwComboSkillTime
SA_PREVENTION_L10,SI_ASS_HEAL_PREVENTION,10,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,60,=,=,=,=,=,=,=,55,=,390000,1000,=,=,=,600000,=,1,5,600
SA_PREVENTION_L11,SI_ASS_HEAL_PREVENTION,11,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,65,=,=,=,=,=,=,=,58,=,375000,1000,=,=,=,600000,=,1,6,600
SA_PREVENTION_L12,SI_ASS_HEAL_PREVENTION,12,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,70,=,=,=,=,=,=,=,58,=,359000,1000,=,=,=,600000,=,1,6,600
SA_PREVENTION_L13,SI_ASS_HEAL_PREVENTION,13,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,75,=,=,=,=,=,=,=,62,=,342000,1000,=,=,=,600000,=,1,7,600
SA_PREVENTION_L14,SI_ASS_HEAL_PREVENTION,14,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,80,=,=,=,=,=,=,=,62,=,324000,1000,=,=,=,600000,=,1,7,600
SA_PREVENTION_L15,SI_ASS_HEAL_PREVENTION,15,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,85,=,=,=,=,=,=,=,66,=,305000,1000,=,=,=,600000,=,1,8,600
SA_PREVENTION_L16,SI_ASS_HEAL_PREVENTION,16,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,90,=,=,=,=,=,=,=,66,=,284000,1000,=,=,=,600000,=,1,8,600
SA_PREVENTION_L17,SI_ASS_HEAL_PREVENTION,17,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,95,=,=,=,=,=,=,=,70,=,261000,1000,=,=,=,600000,=,1,9,600
SA_PREVENTION_L18,SI_ASS_HEAL_PREVENTION,18,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,100,=,=,=,=,=,=,=,70,=,236000,1000,=,=,=,600000,=,1,9,600
SA_PREVENTION_L19,SI_ASS_HEAL_PREVENTION,19,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,110,=,=,=,=,=,=,=,76,=,209000,1000,=,=,=,600000,=,1,10,600
SA_PREVENTION_L20,SI_ASS_HEAL_PREVENTION,20,=,=,=,=,=,=,=,=,=,DST_AUTOHP,=,10,=,120,=,=,=,=,=,=,=,76,=,180000,1000,=,=,=,600000,=,1,10,600
SA_HEAPUP_L01,SI_ASS_CHEER_HEAPUP,1,=,=,=,=,=,=,=,=,=,DST_STA,=,2,=,=,=,=,=,=,=,=,=,22,=,=,1000,=,=,=,100000,=,1,1,600
SA_HEAPUP_L02,SI_ASS_CHEER_HEAPUP,2,=,=,=,=,=,=,=,=,=,DST_STA,=,4,=,=,=,=,=,=,=,=,=,22,=,=,1000,=,=,=,150000,=,1,1,600
SA_HEAPUP_L03,SI_ASS_CHEER_HEAPUP,3,=,=,=,=,=,=,=,=,=,DST_STA,=,6,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,180000,=,1,1,600
SA_HEAPUP_L04,SI_ASS_CHEER_HEAPUP,4,=,=,=,=,=,=,=,=,=,DST_STA,=,8,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,240000,=,1,1,600
SA_HEAPUP_L05,SI_ASS_CHEER_HEAPUP,5,=,=,=,=,=,=,=,=,=,DST_STA,=,10,=,=,=,=,=,=,=,=,=,28,=,=,1000,=,=,=,300000,=,1,1,600
SA_HEAPUP_L06,SI_ASS_CHEER_HEAPUP,6,=,=,=,=,=,=,=,=,=,DST_STA,=,12,=,=,=,=,=,=,=,=,=,28,=,=,1000,=,=,=,400000,=,1,1,600
SA_HEAPUP_L07,SI_ASS_CHEER_HEAPUP,7,=,=,=,=,=,=,=,=,=,DST_STA,=,14,=,=,=,=,=,=,=,=,=,31,=,=,1000,=,=,=,500000,=,1,1,600
SA_HEAPUP_L08,SI_ASS_CHEER_HEAPUP,8,=,=,=,=,=,=,=,=,=,DST_STA,=,16,=,=,=,=,=,=,=,=,=,31,=,=,1000,=,=,=,600000,=,1,1,600
SA_HEAPUP_L09,SI_ASS_CHEER_HEAPUP,9,=,=,=,=,=,=,=,=,=,DST_STA,=,18,=,=,=,=,=,=,=,=,=,35,=,=,1000,=,=,=,700000,=,1,2,600
SA_HEAPUP_L10,SI_ASS_CHEER_HEAPUP,10,=,=,=,=,=,=,=,=,=,DST_STA,=,20,=,=,=,=,=,=,=,=,=,35,=,=,1000,=,=,=,800000,=,1,2,600
SA_HEAPUP_L11,SI_ASS_CHEER_HEAPUP,11,=,=,=,=,=,=,=,=,=,DST_STA,=,22,=,=,=,=,=,=,=,=,=,37,=,=,1000,=,=,=,900000,=,1,2,600
SA_HEAPUP_L12,SI_ASS_CHEER_HEAPUP,12,=,=,=,=,=,=,=,=,=,DST_STA,=,24,=,=,=,=,=,=,=,=,=,37,=,=,1000,=,=,=,1000000,=,1,2,600
SA_HEAPUP_L13,SI_ASS_CHEER_HEAPUP,13,=,=,=,=,=,=,=,=,=,DST_STA,=,26,=,=,=,=,=,=,=,=,=,41,=,=,1000,=,=,=,1100000,=,1,2,600
SA_HEAPUP_L14,SI_ASS_CHEER_HEAPUP,14,=,=,=,=,=,=,=,=,=,DST_STA,=,28,=,=,=,=,=,=,=,=,=,41,=,=,1000,=,=,=,1200000,=,1,2,600
SA_HEAPUP_L15,SI_ASS_CHEER_HEAPUP,15,=,=,=,=,=,=,=,=,=,DST_STA,=,30,=,=,=,=,=,=,=,=,=,47,=,=,1000,=,=,=,1300000,=,1,2,600
SA_HEAPUP_L16,SI_ASS_CHEER_HEAPUP,16,=,=,=,=,=,=,=,=,=,DST_STA,=,32,=,=,=,=,=,=,=,=,=,47,=,=,1000,=,=,=,1400000,=,1,2,600
SA_HEAPUP_L17,SI_ASS_CHEER_HEAPUP,17,=,=,=,=,=,=,=,=,=,DST_STA,=,34,=,=,=,=,=,=,=,=,=,51,=,=,1000,=,=,=,1500000,=,1,3,600
SA_HEAPUP_L18,SI_ASS_CHEER_HEAPUP,18,=,=,=,=,=,=,=,=,=,DST_STA,=,36,=,=,=,=,=,=,=,=,=,51,=,=,1000,=,=,=,1800000,=,1,3,600
SA_HEAPUP_L19,SI_ASS_CHEER_HEAPUP,19,=,=,=,=,=,=,=,=,=,DST_STA,=,38,=,=,=,=,=,=,=,=,=,58,=,=,1000,=,=,=,2400000,=,1,3,600
SA_HEAPUP_L20,SI_ASS_CHEER_HEAPUP,20,=,=,=,=,=,=,=,=,=,DST_STA,=,40,=,=,=,=,=,=,=,=,=,58,=,=,1000,=,=,=,3000000,=,1,4,600
SA_CANNONBALL_L01,SI_ASS_CHEER_CANNONBALL,1,=,=,=,=,=,=,=,=,=,DST_DEX,=,1,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,100000,=,1,2,600
SA_CANNONBALL_L02,SI_ASS_CHEER_CANNONBALL,2,=,=,=,=,=,=,=,=,=,DST_DEX,=,2,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,150000,=,1,2,600
SA_CANNONBALL_L03,SI_ASS_CHEER_CANNONBALL,3,=,=,=,=,=,=,=,=,=,DST_DEX,=,3,=,=,=,=,=,=,=,=,=,28,=,=,1000,=,=,=,180000,=,1,2,600
SA_CANNONBALL_L04,SI_ASS_CHEER_CANNONBALL,4,=,=,=,=,=,=,=,=,=,DST_DEX,=,4,=,=,=,=,=,=,=,=,=,28,=,=,1000,=,=,=,240000,=,1,2,600
SA_CANNONBALL_L05,SI_ASS_CHEER_CANNONBALL,5,=,=,=,=,=,=,=,=,=,DST_DEX,=,5,=,=,=,=,=,=,=,=,=,31,=,=,1000,=,=,=,300000,=,1,3,600
SA_CANNONBALL_L06,SI_ASS_CHEER_CANNONBALL,6,=,=,=,=,=,=,=,=,=,DST_DEX,=,6,=,=,=,=,=,=,=,=,=,31,=,=,1000,=,=,=,400000,=,1,3,600
SA_CANNONBALL_L07,SI_ASS_CHEER_CANNONBALL,7,=,=,=,=,=,=,=,=,=,DST_DEX,=,7,=,=,=,=,=,=,=,=,=,35,=,=,1000,=,=,=,500000,=,1,3,600
SA_CANNONBALL_L08,SI_ASS_CHEER_CANNONBALL,8,=,=,=,=,=,=,=,=,=,DST_DEX,=,8,=,=,=,=,=,=,=,=,=,35,=,=,1000,=,=,=,600000,=,1,3,600
SA_CANNONBALL_L09,SI_ASS_CHEER_CANNONBALL,9,=,=,=,=,=,=,=,=,=,DST_DEX,=,9,=,=,=,=,=,=,=,=,=,39,=,=,1000,=,=,=,700000,=,1,4,600
SA_CANNONBALL_L10,SI_ASS_CHEER_CANNONBALL,10,=,=,=,=,=,=,=,=,=,DST_DEX,=,10,=,=,=,=,=,=,=,=,=,39,=,=,1000,=,=,=,800000,=,1,4,600
SA_CANNONBALL_L11,SI_ASS_CHEER_CANNONBALL,11,=,=,=,=,=,=,=,=,=,DST_DEX,=,11,=,=,=,=,=,=,=,=,=,41,=,=,1000,=,=,=,900000,=,1,4,600
SA_CANNONBALL_L12,SI_ASS_CHEER_CANNONBALL,12,=,=,=,=,=,=,=,=,=,DST_DEX,=,12,=,=,=,=,=,=,=,=,=,41,=,=,1000,=,=,=,1000000,=,1,4,600
SA_CANNONBALL_L13,SI_ASS_CHEER_CANNONBALL,13,=,=,=,=,=,=,=,=,=,DST_DEX,=,13,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,=,1100000,=,1,4,600
SA_CANNONBALL_L14,SI_ASS_CHEER_CANNONBALL,14,=,=,=,=,=,=,=,=,=,DST_DEX,=,14,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,=,1200000,=,1,4,600
SA_CANNONBALL_L15,SI_ASS_CHEER_CANNONBALL,15,=,=,=,=,=,=,=,=,=,DST_DEX,=,15,=,=,=,=,=,=,=,=,=,52,=,=,1000,=,=,=,1300000,=,1,5,600
SA_CANNONBALL_L16,SI_ASS_CHEER_CANNONBALL,16,=,=,=,=,=,=,=,=,=,DST_DEX,=,16,=,=,=,=,=,=,=,=,=,52,=,=,1000,=,=,=,1400000,=,1,5,600
SA_CANNONBALL_L17,SI_ASS_CHEER_CANNONBALL,17,=,=,=,=,=,=,=,=,=,DST_DEX,=,17,=,=,=,=,=,=,=,=,=,56,=,=,1000,=,=,=,1500000,=,1,6,600
SA_CANNONBALL_L18,SI_ASS_CHEER_CANNONBALL,18,=,=,=,=,=,=,=,=,=,DST_DEX,=,18,=,=,=,=,=,=,=,=,=,56,=,=,1000,=,=,=,1800000,=,1,6,600
SA_CANNONBALL_L19,SI_ASS_CHEER_CANNONBALL,19,=,=,=,=,=,=,=,=,=,DST_DEX,=,19,=,=,=,=,=,=,=,=,=,62,=,=,1000,=,=,=,2400000,=,1,6,600
SA_CANNONBALL_L20,SI_ASS_CHEER_CANNONBALL,20,=,=,=,=,=,=,=,=,=,DST_DEX,=,20,=,=,=,=,=,=,=,=,=,62,=,=,1000,=,=,=,3000000,=,1,9,600
SA_CIRCLEHEALING_L01,SI_ASS_CHEER_CIRCLEHEALING,1,=,=,=,=,=,=,=,=,=,DST_HP,=,50,=,=,=,=,=,=,=,=,=,45,=,=,1000,16,=,=,=,=,2,8,600
SA_CIRCLEHEALING_L02,SI_ASS_CHEER_CIRCLEHEALING,1,=,=,=,=,=,=,=,=,=,DST_HP,=,55,=,=,=,=,=,=,=,=,=,45,=,=,980,16,=,=,=,=,2,8,600
SA_CIRCLEHEALING_L03,SI_ASS_CHEER_CIRCLEHEALING,2,=,=,=,=,=,=,=,=,=,DST_HP,=,60,=,=,=,=,=,=,=,=,=,50,=,=,960,16,=,=,=,=,2,10,600
SA_CIRCLEHEALING_L04,SI_ASS_CHEER_CIRCLEHEALING,2,=,=,=,=,=,=,=,=,=,DST_HP,=,65,=,=,=,=,=,=,=,=,=,50,=,=,940,16,=,=,=,=,2,10,600
SA_CIRCLEHEALING_L05,SI_ASS_CHEER_CIRCLEHEALING,3,=,=,=,=,=,=,=,=,=,DST_HP,=,70,=,=,=,=,=,=,=,=,=,55,=,=,920,16,=,=,=,=,2,11,600
SA_CIRCLEHEALING_L06,SI_ASS_CHEER_CIRCLEHEALING,3,=,=,=,=,=,=,=,=,=,DST_HP,=,75,=,=,=,=,=,=,=,=,=,55,=,=,900,16,=,=,=,=,2,11,600
SA_CIRCLEHEALING_L07,SI_ASS_CHEER_CIRCLEHEALING,4,=,=,=,=,=,=,=,=,=,DST_HP,=,80,=,=,=,=,=,=,=,=,=,60,=,=,880,16,=,=,=,=,2,12,600
SA_CIRCLEHEALING_L08,SI_ASS_CHEER_CIRCLEHEALING,4,=,=,=,=,=,=,=,=,=,DST_HP,=,85,=,=,=,=,=,=,=,=,=,60,=,=,860,16,=,=,=,=,2,12,600
SA_CIRCLEHEALING_L09,SI_ASS_CHEER_CIRCLEHEALING,5,=,=,=,=,=,=,=,=,=,DST_HP,=,90,=,=,=,=,=,=,=,=,=,65,=,=,840,16,=,=,=,=,2,14,600
SA_CIRCLEHEALING_L10,SI_ASS_CHEER_CIRCLEHEALING,5,=,=,=,=,=,=,=,=,=,DST_HP,=,95,=,=,=,=,=,=,=,=,=,65,=,=,820,16,=,=,=,=,2,14,600
SA_CIRCLEHEALING_L11,SI_ASS_CHEER_CIRCLEHEALING,6,=,=,=,=,=,=,=,=,=,DST_HP,=,100,=,=,=,=,=,=,=,=,=,67,=,=,800,16,=,=,=,=,2,15,600
SA_CIRCLEHEALING_L12,SI_ASS_CHEER_CIRCLEHEALING,6,=,=,=,=,=,=,=,=,=,DST_HP,=,110,=,=,=,=,=,=,=,=,=,67,=,=,780,16,=,=,=,=,2,15,600
SA_CIRCLEHEALING_L13,SI_ASS_CHEER_CIRCLEHEALING,7,=,=,=,=,=,=,=,=,=,DST_HP,=,120,=,=,=,=,=,=,=,=,=,72,=,=,760,16,=,=,=,=,2,18,600
SA_CIRCLEHEALING_L14,SI_ASS_CHEER_CIRCLEHEALING,7,=,=,=,=,=,=,=,=,=,DST_HP,=,130,=,=,=,=,=,=,=,=,=,72,=,=,740,16,=,=,=,=,2,18,600
SA_CIRCLEHEALING_L15,SI_ASS_CHEER_CIRCLEHEALING,8,=,=,=,=,=,=,=,=,=,DST_HP,=,140,=,=,=,=,=,=,=,=,=,75,=,=,720,16,=,=,=,=,2,19,600
SA_CIRCLEHEALING_L16,SI_ASS_CHEER_CIRCLEHEALING,8,=,=,=,=,=,=,=,=,=,DST_HP,=,150,=,=,=,=,=,=,=,=,=,75,=,=,700,16,=,=,=,=,2,19,600
SA_CIRCLEHEALING_L17,SI_ASS_CHEER_CIRCLEHEALING,9,=,=,=,=,=,=,=,=,=,DST_HP,=,160,=,=,=,=,=,=,=,=,=,79,=,=,700,16,=,=,=,=,2,22,600
SA_CIRCLEHEALING_L18,SI_ASS_CHEER_CIRCLEHEALING,9,=,=,=,=,=,=,=,=,=,DST_HP,=,170,=,=,=,=,=,=,=,=,=,79,=,=,700,16,=,=,=,=,2,22,600
SA_CIRCLEHEALING_L19,SI_ASS_CHEER_CIRCLEHEALING,10,=,=,=,=,=,=,=,=,=,DST_HP,=,180,=,=,=,=,=,=,=,=,=,85,=,=,700,16,=,=,=,=,2,24,600
SA_CIRCLEHEALING_L20,SI_ASS_CHEER_CIRCLEHEALING,10,=,=,=,=,=,=,=,=,=,DST_HP,=,200,=,=,=,=,=,=,=,=,=,85,=,=,600,16,=,=,=,=,2,34,600
SA_MENTALSIGN_L01,SI_ASS_CHEER_MENTALSIGN,1,=,=,=,=,=,=,=,=,=,DST_INT,=,1,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,100000,=,1,1,600
SA_MENTALSIGN_L02,SI_ASS_CHEER_MENTALSIGN,2,=,=,=,=,=,=,=,=,=,DST_INT,=,2,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,150000,=,1,1,600
SA_MENTALSIGN_L03,SI_ASS_CHEER_MENTALSIGN,3,=,=,=,=,=,=,=,=,=,DST_INT,=,3,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,180000,=,1,2,600
SA_MENTALSIGN_L04,SI_ASS_CHEER_MENTALSIGN,4,=,=,=,=,=,=,=,=,=,DST_INT,=,4,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,240000,=,1,2,600
SA_MENTALSIGN_L05,SI_ASS_CHEER_MENTALSIGN,5,=,=,=,=,=,=,=,=,=,DST_INT,=,5,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,300000,=,1,3,600
SA_MENTALSIGN_L06,SI_ASS_CHEER_MENTALSIGN,6,=,=,=,=,=,=,=,=,=,DST_INT,=,6,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,400000,=,1,3,600
SA_MENTALSIGN_L07,SI_ASS_CHEER_MENTALSIGN,7,=,=,=,=,=,=,=,=,=,DST_INT,=,7,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,500000,=,1,4,600
SA_MENTALSIGN_L08,SI_ASS_CHEER_MENTALSIGN,8,=,=,=,=,=,=,=,=,=,DST_INT,=,8,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,600000,=,1,4,600
SA_MENTALSIGN_L09,SI_ASS_CHEER_MENTALSIGN,9,=,=,=,=,=,=,=,=,=,DST_INT,=,9,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,700000,=,1,5,600
SA_MENTALSIGN_L10,SI_ASS_CHEER_MENTALSIGN,10,=,=,=,=,=,=,=,=,=,DST_INT,=,10,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,800000,=,1,5,600
SA_MENTALSIGN_L11,SI_ASS_CHEER_MENTALSIGN,11,=,=,=,=,=,=,=,=,=,DST_INT,=,11,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,900000,=,1,6,600
SA_MENTALSIGN_L12,SI_ASS_CHEER_MENTALSIGN,12,=,=,=,=,=,=,=,=,=,DST_INT,=,12,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1000000,=,1,6,600
SA_MENTALSIGN_L13,SI_ASS_CHEER_MENTALSIGN,13,=,=,=,=,=,=,=,=,=,DST_INT,=,13,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1100000,=,1,7,600
SA_MENTALSIGN_L14,SI_ASS_CHEER_MENTALSIGN,14,=,=,=,=,=,=,=,=,=,DST_INT,=,14,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1200000,=,1,7,600
SA_MENTALSIGN_L15,SI_ASS_CHEER_MENTALSIGN,15,=,=,=,=,=,=,=,=,=,DST_INT,=,15,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1300000,=,1,8,600
SA_MENTALSIGN_L16,SI_ASS_CHEER_MENTALSIGN,16,=,=,=,=,=,=,=,=,=,DST_INT,=,16,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1400000,=,1,8,600
SA_MENTALSIGN_L17,SI_ASS_CHEER_MENTALSIGN,17,=,=,=,=,=,=,=,=,=,DST_INT,=,17,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1500000,=,1,9,600
SA_MENTALSIGN_L18,SI_ASS_CHEER_MENTALSIGN,18,=,=,=,=,=,=,=,=,=,DST_INT,=,18,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,1800000,=,1,9,600
SA_MENTALSIGN_L19,SI_ASS_CHEER_MENTALSIGN,19,=,=,=,=,=,=,=,=,=,DST_INT,=,19,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,2400000,=,1,10,600
SA_MENTALSIGN_L20,SI_ASS_CHEER_MENTALSIGN,20,=,=,=,=,=,=,=,=,=,DST_INT,=,20,=,=,=,=,=,=,=,=,=,25,=,=,1000,=,=,=,3000000,=,1,10,600
SA_BEEFUP_L01,SI_ASS_CHEER_BEEFUP,1,=,=,=,=,=,=,=,=,=,DST_STR,=,1,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,100000,=,1,1,600
SA_BEEFUP_L02,SI_ASS_CHEER_BEEFUP,2,=,=,=,=,=,=,=,=,=,DST_STR,=,2,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,150000,=,1,1,600
SA_BEEFUP_L03,SI_ASS_CHEER_BEEFUP,3,=,=,=,=,=,=,=,=,=,DST_STR,=,3,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,180000,=,1,2,600
SA_BEEFUP_L04,SI_ASS_CHEER_BEEFUP,4,=,=,=,=,=,=,=,=,=,DST_STR,=,4,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,240000,=,1,2,600
SA_BEEFUP_L05,SI_ASS_CHEER_BEEFUP,5,=,=,=,=,=,=,=,=,=,DST_STR,=,5,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,300000,=,1,3,600
SA_BEEFUP_L06,SI_ASS_CHEER_BEEFUP,6,=,=,=,=,=,=,=,=,=,DST_STR,=,6,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,400000,=,1,3,600
SA_BEEFUP_L07,SI_ASS_CHEER_BEEFUP,7,=,=,=,=,=,=,=,=,=,DST_STR,=,7,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,500000,=,1,4,600
SA_BEEFUP_L08,SI_ASS_CHEER_BEEFUP,8,=,=,=,=,=,=,=,=,=,DST_STR,=,8,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,600000,=,1,4,600
SA_BEEFUP_L09,SI_ASS_CHEER_BEEFUP,9,=,=,=,=,=,=,=,=,=,DST_STR,=,9,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,700000,=,1,5,600
SA_BEEFUP_L10,SI_ASS_CHEER_BEEFUP,10,=,=,=,=,=,=,=,=,=,DST_STR,=,10,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,800000,=,1,5,600
SA_BEEFUP_L11,SI_ASS_CHEER_BEEFUP,11,=,=,=,=,=,=,=,=,=,DST_STR,=,11,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,900000,=,1,6,600
SA_BEEFUP_L12,SI_ASS_CHEER_BEEFUP,12,=,=,=,=,=,=,=,=,=,DST_STR,=,12,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1000000,=,1,6,600
SA_BEEFUP_L13,SI_ASS_CHEER_BEEFUP,13,=,=,=,=,=,=,=,=,=,DST_STR,=,13,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1100000,=,1,7,600
SA_BEEFUP_L14,SI_ASS_CHEER_BEEFUP,14,=,=,=,=,=,=,=,=,=,DST_STR,=,14,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1200000,=,1,7,600
SA_BEEFUP_L15,SI_ASS_CHEER_BEEFUP,15,=,=,=,=,=,=,=,=,=,DST_STR,=,15,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1300000,=,1,8,600
SA_BEEFUP_L16,SI_ASS_CHEER_BEEFUP,16,=,=,=,=,=,=,=,=,=,DST_STR,=,16,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1400000,=,1,8,600
SA_BEEFUP_L17,SI_ASS_CHEER_BEEFUP,17,=,=,=,=,=,=,=,=,=,DST_STR,=,17,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1500000,=,1,9,600
SA_BEEFUP_L18,SI_ASS_CHEER_BEEFUP,18,=,=,=,=,=,=,=,=,=,DST_STR,=,18,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,1800000,=,1,9,600
SA_BEEFUP_L19,SI_ASS_CHEER_BEEFUP,19,=,=,=,=,=,=,=,=,=,DST_STR,=,19,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,2400000,=,1,10,600
SA_BEEFUP_L20,SI_ASS_CHEER_BEEFUP,20,=,=,=,=,=,=,=,=,=,DST_STR,=,20,=,=,=,=,=,=,=,=,=,30,=,=,1000,=,=,=,3000000,=,1,10,600
SA_TAMPINGHOLE_L01,SI_ASS_KNU_TAMPINGHOLE,1,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,20,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L02,SI_ASS_KNU_TAMPINGHOLE,2,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,20,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L03,SI_ASS_KNU_TAMPINGHOLE,3,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,20,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L04,SI_ASS_KNU_TAMPINGHOLE,4,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,20,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L05,SI_ASS_KNU_TAMPINGHOLE,5,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,22,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L06,SI_ASS_KNU_TAMPINGHOLE,6,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,22,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L07,SI_ASS_KNU_TAMPINGHOLE,7,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,22,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L08,SI_ASS_KNU_TAMPINGHOLE,8,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,22,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L09,SI_ASS_KNU_TAMPINGHOLE,9,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,24,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L10,SI_ASS_KNU_TAMPINGHOLE,10,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,24,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L11,SI_ASS_KNU_TAMPINGHOLE,11,60,61,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,24,=,1000,=,=,=,=,=,1,1,600
SA_TAMPINGHOLE_L12,SI_ASS_KNU_TAMPINGHOLE,12,61,62,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,24,=,1000,=,=,=,=,=,1,1,600
